"Story","Title","Result","Date","Stability","Duration (s)"
"User","Get - As admin I have be able to get detail user","SUCCESS","2022-04-08T15:28:33.943+07:00[Asia/Bangkok]","0.0","1.01"
"User","POST - As admin I have be able to create bew user","SUCCESS","2022-04-08T15:28:34.963+07:00[Asia/Bangkok]","0.0","0.58"
